iter	Logloss
123	0.2260247782
124	0.2251304974
125	0.2242778144
126	0.2232032342
127	0.2222744732
128	0.2217008191
129	0.2205876212
130	0.219970399
131	0.2188897099
132	0.2182086373
133	0.2175257356
134	0.2169023443
135	0.2161706344
136	0.2155359624
137	0.2149170507
138	0.2140734745
139	0.2133384532
140	0.212408954
141	0.2114200543
142	0.2105982348
143	0.2096059902
144	0.2090404474
145	0.2083618968
146	0.2076080083
147	0.2067575752
148	0.2061781467
149	0.2056134454
150	0.2050223364
151	0.2041872127
152	0.2036970867
153	0.2029970169
154	0.2025069803
155	0.2015317669
156	0.2008075185
157	0.1999984357
158	0.1992620606
159	0.1984849347
160	0.1975988273
161	0.1968908247
162	0.1960962237
163	0.1954481194
164	0.1945928847
165	0.1939755699
166	0.1934286766
167	0.1927861626
168	0.1921287533
169	0.1914315836
170	0.1904078085
171	0.189590182
172	0.1890399251
173	0.1885411794
174	0.1877969952
175	0.1870500484
176	0.1863134929
177	0.1858643744
178	0.1850898484
179	0.1842552936
180	0.1838891827
181	0.1829735891
182	0.1824814617
183	0.1819483985
184	0.1813270393
185	0.1807892555
186	0.1802520096
187	0.1796316934
188	0.1788987796
189	0.1778856525
190	0.1774400263
191	0.1768390628
192	0.1762535587
193	0.1758397167
194	0.1750770256
195	0.1745165565
196	0.1739328877
197	0.1734834621
198	0.1732031557
199	0.1727181156
200	0.1723259168
201	0.1716142214
202	0.1711088525
203	0.1705952838
204	0.1700882972
205	0.1696162182
206	0.1693013288
207	0.1687772586
208	0.1681496827
209	0.1676210894
210	0.1670754436
211	0.1667927819
212	0.1663412775
213	0.1660331478
214	0.1654773684
215	0.1650268199
216	0.1643774822
217	0.1636460086
218	0.1629910488
219	0.1624640872
220	0.1619960846
221	0.1614340471
222	0.1608528278
223	0.1603529703
224	0.1597094686
225	0.1590571881
226	0.15866521
227	0.158003481
228	0.1574742782
229	0.1569122344
230	0.1562678557
231	0.1557023741
232	0.1551516435
233	0.1545793432
234	0.1540471398
235	0.1535918168
236	0.1531352935
237	0.1524500784
238	0.1519444135
239	0.1514917217
240	0.1511452325
241	0.1508554366
242	0.1501899871
243	0.1497700358
244	0.1491820978
245	0.1487170652
246	0.1480667104
247	0.1477453597
248	0.1471706397
249	0.1466359256
250	0.1461545667
251	0.1457739536
252	0.1452091447
253	0.1445589117
254	0.144148595
255	0.1436052423
256	0.1431342612
257	0.1427849352
258	0.142197139
259	0.1415793058
260	0.1410178152
261	0.1404228143
262	0.1398353638
263	0.13945931
264	0.1389929598
265	0.1384566045
266	0.1380098475
267	0.1376795973
268	0.1372243887
269	0.1367427175
270	0.1363934083
271	0.1359021036
272	0.1355889636
273	0.1350369592
274	0.1345858951
275	0.1339926726
276	0.1336775748
277	0.1331639249
278	0.1328354363
279	0.1324745837
280	0.1321476321
281	0.1317448042
282	0.1313421868
283	0.1309351533
284	0.1304500937
285	0.1301225061
286	0.129844769
287	0.1295105201
288	0.1290189994
289	0.128490625
290	0.1281915624
291	0.1279705144
292	0.1274098509
293	0.127007742
294	0.1266493109
295	0.126183372
296	0.125935286
297	0.1254769706
298	0.1250942105
299	0.1246092422
300	0.1241346243
301	0.1236745879
302	0.1233137269
303	0.1228595876
304	0.1223647435
305	0.1220689405
306	0.1217426778
307	0.121274816
308	0.1208141112
309	0.1204093081
310	0.1201428822
311	0.1199474595
312	0.1197308632
313	0.1193411197
314	0.1189010833
315	0.1184773446
316	0.1181403797
317	0.1177786718
318	0.1174570228
319	0.1172098172
320	0.1167724958
321	0.1165201097
322	0.116038186
323	0.1156317476
324	0.1150880282
325	0.114810912
326	0.1144575731
327	0.1140635473
328	0.1137319746
329	0.1132876146
330	0.1129440954
331	0.1125990519
332	0.1121803614
333	0.1118723992
334	0.1115295086
335	0.1112796657
336	0.1107635447
337	0.1103414155
338	0.1100739316
339	0.1096213045
340	0.1091470551
341	0.1089205744
342	0.1086220513
343	0.1083078425
344	0.1079233484
345	0.1076321784
346	0.1072322773
347	0.1069952576
348	0.1067580523
349	0.1064167359
350	0.1061076529
351	0.1057391561
352	0.1054632094
353	0.1050352221
354	0.1047875628
355	0.1044270932
356	0.1040972798
357	0.1037045532
358	0.1034477909
359	0.1032247223
360	0.1029148869
361	0.1027109145
362	0.102383313
363	0.1020262792
364	0.1018331984
365	0.1014569696
366	0.1011686465
367	0.1009714575
368	0.1007957439
369	0.1005441973
370	0.1003397807
371	0.09999691311
372	0.09966510336
373	0.09934006506
374	0.09894552021
375	0.09863157327
376	0.09831726681
377	0.09796259433
378	0.09760781055
379	0.09722653073
380	0.09692110984
381	0.09659887835
382	0.09645378684
383	0.09605773213
384	0.09577140757
385	0.09548170386
386	0.09516926731
387	0.09496524278
388	0.09480767325
389	0.09448325943
390	0.09435977717
391	0.0941949466
392	0.09396630497
393	0.09381027043
394	0.09352484058
395	0.09324274304
396	0.09293254778
397	0.09269425808
398	0.09233242922
399	0.0920370488
400	0.09168403806
401	0.09134131471
402	0.09108429439
403	0.09080046302
404	0.09055955474
405	0.09032381672
406	0.09007202226
407	0.08982574222
408	0.08971989809
409	0.08944228564
410	0.0891961029
411	0.0889982162
412	0.0887434452
413	0.08849064874
414	0.08823798654
415	0.08792318671
416	0.0877012379
417	0.08746379557
418	0.08719662906
419	0.08698243576
420	0.08665334716
421	0.08648282983
422	0.08623022274
423	0.08595987288
424	0.08568822435
425	0.08542237064
426	0.08512213499
427	0.08484430178
428	0.08463389917
429	0.0844117223
430	0.08416799216
431	0.08389730589
432	0.08368953159
433	0.08349030191
434	0.08326977023
435	0.08306628863
436	0.08282137146
437	0.08260028232
438	0.08240638771
439	0.08219260802
440	0.08187795786
441	0.08158925035
442	0.08130188066
443	0.08103752859
444	0.08088388083
445	0.0806611428
446	0.08036797709
447	0.08014170615
448	0.07993159163
449	0.0797269588
450	0.0795710443
451	0.07938703664
452	0.07913257506
453	0.07891266429
454	0.07881503212
455	0.0786257275
456	0.07840829288
457	0.07822316534
458	0.07797098285
459	0.07775815097
460	0.0775243611
461	0.07732071284
462	0.07707300569
463	0.07681790852
464	0.07657784738
465	0.07639702695
466	0.07619141001
467	0.07597439448
468	0.0758502713
469	0.07564568654
470	0.07543441229
471	0.07524790154
472	0.07509052321
473	0.07488640313
474	0.07474977932
475	0.07465434413
476	0.07447249255
477	0.0743070991
478	0.07408318984
479	0.0738740164
480	0.07369762585
481	0.07345894831
482	0.0733436274
483	0.07311540315
484	0.07289589127
485	0.072664495
486	0.07248686985
487	0.0723362275
488	0.07207372309
489	0.07198370118
490	0.07177135487
491	0.07159093759
492	0.07137387223
493	0.07121738342
494	0.07108592653
495	0.07091726507
496	0.07071534203
497	0.07056310218
498	0.07037642309
499	0.07023238738
500	0.0700790941
501	0.06990805681
502	0.06971242132
503	0.0695012144
504	0.06941989621
505	0.06930284197
506	0.06909522005
507	0.06891691255
508	0.0688103984
509	0.06867520055
510	0.06850089565
511	0.06831674594
512	0.06817166964
513	0.06806367274
514	0.06785033593
515	0.06776718852
516	0.0676265871
517	0.06747758193
518	0.06731922501
519	0.06714122854
520	0.06695788384
521	0.06669941817
522	0.06654989174
523	0.06639897071
524	0.06613959327
525	0.06591724945
526	0.06575348309
527	0.06557447913
528	0.06539531908
529	0.06524620221
530	0.06509644902
531	0.06498817583
532	0.06488536903
533	0.06468623477
534	0.06448137012
535	0.06429323984
536	0.06409900196
537	0.06386617568
538	0.06376207167
539	0.06359772099
540	0.06341707158
541	0.06332107554
542	0.06314529408
543	0.06298685707
544	0.06283668132
545	0.06265361846
546	0.06246841053
547	0.06230887042
548	0.06218629128
549	0.06206709425
550	0.06189663235
551	0.06179138836
552	0.06167303368
553	0.06155230156
554	0.06144749355
555	0.06127411132
556	0.0611176562
557	0.06097270106
558	0.06086834967
559	0.06072825798
560	0.06060868976
561	0.06040878115
562	0.06030123454
563	0.0601705139
564	0.05998197764
565	0.05982593927
566	0.05969299001
567	0.05958460893
568	0.05943574708
569	0.05926881022
570	0.0590951544
571	0.05889303193
572	0.05876241836
573	0.05862438297
574	0.05844315663
575	0.05834987502
576	0.05820991329
577	0.05808834427
578	0.05793456223
579	0.05786361591
580	0.05769907841
581	0.05754015499
582	0.05734886517
583	0.05715729125
584	0.05701029974
585	0.05692821977
586	0.05679882783
587	0.05664102078
588	0.0565449234
589	0.05646650661
590	0.05635306692
591	0.05614111074
592	0.05603105642
593	0.05587551401
594	0.05572296491
595	0.0555747847
596	0.05541550343
597	0.05526856501
598	0.05510792396
599	0.05495904429
600	0.05485100286
601	0.05474709137
602	0.05465175196
603	0.0545933182
604	0.05450201759
605	0.05438340556
606	0.05423552417
607	0.05407515519
608	0.05391309487
609	0.05378611841
610	0.05364513253
611	0.05350483391
612	0.05334406442
613	0.05317620293
614	0.05303817869
615	0.052985897
616	0.05287084323
617	0.05276471232
618	0.05262230334
619	0.05256384709
620	0.0524998529
621	0.05240692435
622	0.05230351291
623	0.05219289452
624	0.05207767918
625	0.05196010096
626	0.05184099262
627	0.05169443452
628	0.05157595218
629	0.05146874322
630	0.05134273867
631	0.05123205844
632	0.05110809543
633	0.05100908906
634	0.05084644364
635	0.0507449604
636	0.05060451764
637	0.05047466014
638	0.05031121716
639	0.05020636198
640	0.0501324875
641	0.05004957156
642	0.04991112593
643	0.04981279083
644	0.04966366384
645	0.04961036551
646	0.0495390681
647	0.04943433717
648	0.04927800472
649	0.04917652039
650	0.04903941482
651	0.0489055124
652	0.04877040821
653	0.04864553178
654	0.04851389227
655	0.04838977514
656	0.04824508803
657	0.04819879965
658	0.04814359934
659	0.04809154556
660	0.04796250526
661	0.04784810455
662	0.04772946351
663	0.04761667896
664	0.04754582442
665	0.04743786391
666	0.04732144319
667	0.04720428789
668	0.04710751239
669	0.04708171513
670	0.04697200989
671	0.04685376781
672	0.04677089239
673	0.04666616235
674	0.04659142288
675	0.04653271045
676	0.04640525373
677	0.04629860434
678	0.04618688792
679	0.04610014741
680	0.04602235108
681	0.04592011295
682	0.04580741283
683	0.04576429287
684	0.04563946399
685	0.045526392
686	0.04543984414
687	0.04536060628
688	0.04527906292
689	0.04522231391
690	0.0451379308
691	0.04502640693
692	0.04495134389
693	0.04482695466
694	0.0447517941
695	0.04469491529
696	0.04463337201
697	0.04452784199
698	0.04450920156
699	0.04449339748
700	0.0444066735
701	0.04437465731
702	0.04426925088
703	0.04421270947
704	0.04412619365
705	0.04403778149
706	0.04389514422
707	0.04385637906
708	0.04376591668
709	0.04368797581
710	0.04360078684
711	0.04351500076
712	0.04342423803
713	0.04328989772
714	0.04323600309
715	0.04313935726
716	0.04306406441
717	0.04295483709
718	0.04287677128
719	0.04279711645
720	0.04266489245
721	0.04258007229
722	0.04247529387
723	0.04241370501
724	0.04227921503
725	0.04213941615
726	0.04204259628
727	0.04195356475
728	0.04183780061
729	0.04176721922
730	0.04166315457
731	0.04152809882
732	0.04144209753
733	0.04135357695
734	0.04130012432
735	0.04119218226
736	0.04109425547
737	0.04102231565
738	0.04092445103
739	0.04084771622
740	0.04075047408
741	0.04066524753
742	0.04055830077
743	0.04047410323
744	0.04043605003
745	0.04037151212
746	0.04028969112
747	0.04019846138
748	0.04013556008
749	0.04004887179
750	0.03998836444
751	0.03987959682
752	0.03984331334
753	0.03974527577
754	0.03970446303
755	0.03963187046
756	0.0395331273
757	0.03943297559
758	0.03933507555
759	0.03923352244
760	0.03916754876
761	0.03907067886
762	0.03900756949
763	0.03893514084
764	0.03886899197
765	0.03885443199
766	0.03876969039
767	0.03870364922
768	0.03864378325
769	0.03854464839
770	0.03846783449
771	0.03838939377
772	0.0383232027
773	0.03824639258
774	0.03816298652
775	0.03808795639
776	0.03803401039
777	0.03798765224
778	0.03787894684
779	0.03779826772
780	0.03775461673
781	0.03768997431
782	0.03762823737
783	0.03758595729
784	0.03751247867
785	0.0374250369
786	0.03733182444
787	0.03726969886
788	0.03720262557
789	0.03709334091
790	0.03700661221
791	0.0369385335
792	0.03685463583
793	0.03675137457
794	0.03669403656
795	0.03659500548
796	0.03652401743
797	0.03647637818
798	0.03646803928
799	0.03641181775
800	0.03635318138
801	0.03629418214
802	0.03624180622
803	0.03614064311
804	0.0360849857
805	0.0360141639
806	0.03600368623
807	0.03596266379
808	0.03594905293
809	0.03587443137
810	0.0358245184
811	0.03574150301
812	0.03567968422
813	0.0356194206
814	0.03558449293
815	0.03550799134
816	0.0353947404
817	0.03534641715
818	0.03524648698
819	0.0351789755
820	0.03507319396
821	0.03503727808
822	0.03495418096
823	0.03489687325
824	0.03482167535
825	0.03476650513
826	0.03466982597
827	0.03458657147
828	0.03452455067
829	0.03446727337
830	0.03437140063
831	0.03431443803
832	0.03423919225
833	0.03416366433
834	0.03412003798
835	0.03408397638
836	0.0340077625
837	0.03392755869
838	0.03383969619
839	0.03378449848
840	0.03374094886
841	0.03366903929
842	0.03362737693
843	0.03357165018
844	0.03350800212
845	0.03342607493
846	0.03333801563
847	0.03329027518
848	0.03321823134
849	0.03314120706
850	0.03308574942
851	0.03303173763
852	0.03297004243
853	0.03290274228
854	0.03282121063
855	0.0327667866
856	0.03269278066
857	0.0326292629
858	0.0325282146
859	0.03246534235
860	0.03240921663
861	0.03235003899
862	0.03228844769
863	0.03222483614
864	0.03215697428
865	0.03208670647
866	0.0320299254
867	0.03197203789
868	0.03188793192
869	0.03178682207
870	0.03171103637
871	0.03163352049
872	0.03153761182
873	0.03146886393
874	0.03141817522
875	0.03135891233
876	0.03133244829
877	0.03126684623
878	0.03120251311
879	0.03114105963
880	0.03107306518
881	0.0310133614
882	0.03096211384
883	0.03090047736
884	0.03083381915
885	0.03077215732
886	0.03072700502
887	0.0306420196
888	0.03059879118
889	0.03053146876
890	0.03049944277
891	0.03046120234
892	0.03038601638
893	0.03032812073
894	0.03026411724
895	0.03017739499
896	0.03017202576
897	0.03010097911
898	0.03001198225
899	0.02994934521
900	0.02989491465
901	0.02982254206
902	0.02974939493
903	0.02968305278
904	0.02962324428
905	0.02956876938
906	0.02952260513
907	0.02949365452
908	0.02943822686
909	0.02939738477
910	0.02936550314
911	0.02931988758
912	0.02926381049
913	0.02918866861
914	0.02911775321
915	0.02907048564
916	0.02900806589
917	0.02895023079
918	0.02890041766
919	0.02885687699
920	0.02882318245
921	0.02876132769
922	0.02872448986
923	0.02866578603
924	0.02862017588
925	0.02858507234
926	0.02854693022
927	0.02849956963
928	0.02841789837
929	0.02835671562
930	0.02831752148
931	0.02830896416
932	0.02826238328
933	0.02823103121
934	0.02817130556
935	0.02812086171
936	0.02804446006
937	0.02802200386
938	0.02798521395
939	0.02793115552
940	0.02788855934
941	0.02781759036
942	0.02775121541
943	0.02770118249
944	0.02766433261
945	0.02761993546
946	0.02757045063
947	0.02753195466
948	0.02749279637
949	0.02743289073
950	0.02742777371
951	0.02737822175
952	0.02732746605
953	0.02729246536
954	0.02725673437
955	0.02721346231
956	0.02717764761
957	0.02711441519
958	0.02709866782
959	0.02706456242
960	0.02705689799
961	0.0270277039
962	0.02697838007
963	0.02693394448
964	0.02686693779
965	0.02681964781
966	0.02675300572
967	0.02672736148
968	0.02669718543
969	0.02666437752
970	0.02665983015
971	0.02660412907
972	0.02655045952
973	0.02648628491
974	0.02641482155
975	0.02637146115
976	0.02633349626
977	0.02628572295
978	0.02621412264
979	0.0261780565
980	0.02614857781
981	0.0261102607
982	0.02606359544
983	0.02600419887
984	0.02593342239
985	0.02587553965
986	0.02582721436
987	0.02577443785
988	0.02572940559
989	0.02567834298
990	0.02564773815
991	0.02562207509
992	0.02558017011
993	0.02552945452
994	0.02549244192
995	0.02544207615
996	0.02539879105
997	0.02537784616
998	0.02533870071
999	0.02528464321
